uID,roomNumber,name,licensePlates
109794192,G-473,Nguyen Van A 8332,35X-222.44
990104965,L-771,Nguyen Van A 8333,58E-382.26
192195117,K-221,Nguyen Van A 8334,78N-103.81
390142955,F-130,Nguyen Van A 8335,59U-288.95
428313408,O-236,Nguyen Van A 8336,66M-757.56
391856615,F-367,Nguyen Van A 8337,83Y-462.31
939200888,K-480,Nguyen Van A 8338,90B-433.72
685690347,U-743,Nguyen Van A 8339,72V-758.15
62903963,I-425,Nguyen Van A 8340,55V-462.55
262880159,X-592,Nguyen Van A 8341,85O-833.73
623247056,N-209,Nguyen Van A 8342,58G-724.21
424068088,G-437,Nguyen Van A 8343,26A-358.60
28062843,V-647,Nguyen Van A 8344,19P-837.55
866320550,W-748,Nguyen Van A 8345,85R-725.10
588633411,P-877,Nguyen Van A 8346,57T-816.33
630389466,C-532,Nguyen Van A 8347,75U-163.68
135709757,L-194,Nguyen Van A 8348,44Q-760.65
481157898,R-689,Nguyen Van A 8349,19R-977.50
376614940,B-208,Nguyen Van A 8350,96W-695.25
839021660,G-694,Nguyen Van A 8351,72X-971.81
863640107,T-257,Nguyen Van A 8352,95G-391.43
166741935,L-495,Nguyen Van A 8353,35D-512.75
47943013,C-230,Nguyen Van A 8354,95H-384.68
706452888,P-675,Nguyen Van A 8355,48A-682.88
753094517,X-415,Nguyen Van A 8356,95J-742.28
694608952,Q-466,Nguyen Van A 8357,81M-291.48
331911031,I-320,Nguyen Van A 8358,39R-982.31
153335060,Q-439,Nguyen Van A 8359,42Y-978.12
779484462,C-554,Nguyen Van A 8360,80W-169.45
953139976,S-206,Nguyen Van A 8361,80M-182.93
903899301,G-565,Nguyen Van A 8362,75C-672.29
478130834,C-278,Nguyen Van A 8363,41O-190.36
404791642,K-962,Nguyen Van A 8364,62C-629.10
165351617,K-690,Nguyen Van A 8365,69X-264.32
665713944,C-115,Nguyen Van A 8366,89Q-221.74
226339528,V-986,Nguyen Van A 8367,58P-131.67
151457157,Y-779,Nguyen Van A 8368,66X-459.10
388006057,S-352,Nguyen Van A 8369,10U-746.66
35284985,C-607,Nguyen Van A 8370,11Q-609.35
192498334,V-288,Nguyen Van A 8371,32H-567.22
300482076,K-372,Nguyen Van A 8372,40V-338.71
315325530,P-202,Nguyen Van A 8373,25T-294.79
839740498,C-368,Nguyen Van A 8374,31A-913.81
735884882,O-515,Nguyen Van A 8375,82T-120.72
45912200,H-651,Nguyen Van A 8376,13S-702.33
437197403,Z-924,Nguyen Van A 8377,20W-135.28
674719889,I-891,Nguyen Van A 8378,41S-411.71
930873221,D-233,Nguyen Van A 8379,80W-780.49
184578152,U-728,Nguyen Van A 8380,55I-163.47
125113712,Z-626,Nguyen Van A 8381,77M-500.34
691111625,G-638,Nguyen Van A 8382,91F-697.28
51018829,R-182,Nguyen Van A 8383,70Q-927.71
203862330,M-842,Nguyen Van A 8384,81O-394.26
440868828,C-397,Nguyen Van A 8385,90B-260.50
299462156,I-625,Nguyen Van A 8386,89V-330.25
902814322,I-588,Nguyen Van A 8387,52Y-287.66
78957542,T-321,Nguyen Van A 8388,25N-175.65
72630931,I-844,Nguyen Van A 8389,81P-443.75
825469585,M-334,Nguyen Van A 8390,57B-881.44
953842477,W-472,Nguyen Van A 8391,77X-822.80
661412755,X-695,Nguyen Van A 8392,79R-111.55
220040397,I-162,Nguyen Van A 8393,38K-631.26
224482834,M-103,Nguyen Van A 8394,20U-387.80
142095413,T-411,Nguyen Van A 8395,73O-831.22
658219890,U-206,Nguyen Van A 8396,35L-485.92
36189718,K-655,Nguyen Van A 8397,84E-495.53
502931926,M-873,Nguyen Van A 8398,83H-472.69
111266065,G-687,Nguyen Van A 8399,20A-255.85
708007545,B-218,Nguyen Van A 8400,74K-176.12
876939465,B-388,Nguyen Van A 8401,63H-547.92
242301736,Y-711,Nguyen Van A 8402,94C-775.46
40180568,E-267,Nguyen Van A 8403,90G-675.81
724051803,F-860,Nguyen Van A 8404,53T-656.58
844459524,L-230,Nguyen Van A 8405,82C-986.39
721143360,Q-517,Nguyen Van A 8406,17O-146.49
449508641,X-730,Nguyen Van A 8407,50B-402.35
495895114,Q-289,Nguyen Van A 8408,76L-723.55
145922122,N-107,Nguyen Van A 8409,54U-743.42
441310766,X-367,Nguyen Van A 8410,68Q-915.34
108863321,C-854,Nguyen Van A 8411,91H-383.45
652312735,D-816,Nguyen Van A 8412,25G-407.82
739496040,Z-176,Nguyen Van A 8413,49S-245.34
37314335,P-601,Nguyen Van A 8414,42J-485.52
669266952,F-918,Nguyen Van A 8415,51A-661.83
882570115,D-172,Nguyen Van A 8416,72D-273.80
152814712,R-236,Nguyen Van A 8417,85L-629.48
346736359,H-879,Nguyen Van A 8418,22C-437.34
981181212,F-579,Nguyen Van A 8419,89Z-584.68
751689393,J-431,Nguyen Van A 8420,74J-480.78
929049139,B-243,Nguyen Van A 8421,59J-427.60
372151276,U-833,Nguyen Van A 8422,10E-321.81
602004063,E-328,Nguyen Van A 8423,79I-908.41
640003087,T-379,Nguyen Van A 8424,48Z-146.32
818955239,V-906,Nguyen Van A 8425,10Q-767.66
782778323,F-567,Nguyen Van A 8426,96B-680.88
880837512,W-522,Nguyen Van A 8427,21Z-242.33
513373901,V-571,Nguyen Van A 8428,73Q-808.66
810248007,O-979,Nguyen Van A 8429,25K-604.13
466537481,P-479,Nguyen Van A 8430,56O-649.73
487235218,V-158,Nguyen Van A 8431,93V-729.15
529680506,H-725,Nguyen Van A 8432,56K-187.25
274605483,F-231,Nguyen Van A 8433,66A-538.29
687726594,J-553,Nguyen Van A 8434,86O-330.65
276327155,C-200,Nguyen Van A 8435,79M-461.19
962956629,I-110,Nguyen Van A 8436,57K-584.66
203826217,V-495,Nguyen Van A 8437,71K-988.96
635289816,C-583,Nguyen Van A 8438,61E-314.24
120751073,S-596,Nguyen Van A 8439,87D-387.53
468487993,V-113,Nguyen Van A 8440,81F-195.68
3272386,N-471,Nguyen Van A 8441,69U-297.66
664209637,V-844,Nguyen Van A 8442,26W-889.89
63940154,M-833,Nguyen Van A 8443,51Q-177.96
784200655,U-266,Nguyen Van A 8444,50C-505.87
14697973,X-371,Nguyen Van A 8445,62Z-900.41
653770233,X-939,Nguyen Van A 8446,24D-973.35
778688865,B-965,Nguyen Van A 8447,50C-246.97
32945892,G-528,Nguyen Van A 8448,77U-819.76
131233237,R-447,Nguyen Van A 8449,14P-865.83
685373778,C-837,Nguyen Van A 8450,69Y-790.60
668587371,W-956,Nguyen Van A 8451,92S-660.50
761693986,D-439,Nguyen Van A 8452,88B-201.30
940552611,W-584,Nguyen Van A 8453,45Q-906.13
363952996,F-395,Nguyen Van A 8454,66H-798.57
89082883,T-237,Nguyen Van A 8455,16P-307.83
896034903,L-852,Nguyen Van A 8456,41R-649.40
142057800,X-592,Nguyen Van A 8457,49Y-400.34
700828136,O-444,Nguyen Van A 8458,86R-224.30
401375958,C-281,Nguyen Van A 8459,67C-584.37
429774886,Z-712,Nguyen Van A 8460,63W-999.77
331041489,B-173,Nguyen Van A 8461,67L-499.10
355231508,X-615,Nguyen Van A 8462,22F-521.67
759045193,U-517,Nguyen Van A 8463,36E-866.36
619254811,S-940,Nguyen Van A 8464,69G-876.42
67612417,T-124,Nguyen Van A 8465,14U-938.14
202978489,V-542,Nguyen Van A 8466,67O-777.48
855012763,L-186,Nguyen Van A 8467,67Z-346.42
91746282,P-274,Nguyen Van A 8468,84X-807.82
346839023,L-782,Nguyen Van A 8469,98Z-783.10
578893611,E-960,Nguyen Van A 8470,56K-811.64
254160027,J-401,Nguyen Van A 8471,54E-291.81
843357888,V-277,Nguyen Van A 8472,62N-961.85
939940653,M-567,Nguyen Van A 8473,39O-106.37
483924385,X-993,Nguyen Van A 8474,48V-712.66
262901254,A-921,Nguyen Van A 8475,27U-322.88
414892196,Y-386,Nguyen Van A 8476,39W-210.24
193369288,L-839,Nguyen Van A 8477,96H-312.62
507033460,X-366,Nguyen Van A 8478,58I-258.88
380743185,L-992,Nguyen Van A 8479,49G-903.61
901259282,V-828,Nguyen Van A 8480,52W-583.21
154675173,M-464,Nguyen Van A 8481,45X-952.29
877699462,N-144,Nguyen Van A 8482,83L-749.47
569413653,D-151,Nguyen Van A 8483,76A-184.18
988806953,J-548,Nguyen Van A 8484,96R-559.13
309119204,M-794,Nguyen Van A 8485,97E-414.75
650084821,O-249,Nguyen Van A 8486,39P-346.49
455768799,N-309,Nguyen Van A 8487,96I-528.50
687856658,Z-216,Nguyen Van A 8488,48L-441.69
315987131,A-623,Nguyen Van A 8489,49B-452.10
480637653,M-496,Nguyen Van A 8490,43K-573.19
671682687,L-538,Nguyen Van A 8491,11D-191.19
426332379,C-901,Nguyen Van A 8492,81S-718.20
826068553,E-322,Nguyen Van A 8493,31Q-917.67
13452258,S-271,Nguyen Van A 8494,53H-999.11
657240593,D-540,Nguyen Van A 8495,75G-468.63
232366804,F-718,Nguyen Van A 8496,33P-786.91
89394746,C-220,Nguyen Van A 8497,59M-834.35
23484742,L-796,Nguyen Van A 8498,11O-794.12
459899046,Z-590,Nguyen Van A 8499,29B-206.72
748769673,J-175,Nguyen Van A 8500,36T-751.97
451793866,Z-743,Nguyen Van A 8501,19W-746.32
837013700,B-376,Nguyen Van A 8502,84J-863.99
730269166,I-332,Nguyen Van A 8503,66O-365.98
803411714,P-132,Nguyen Van A 8504,58M-840.55
283053903,V-148,Nguyen Van A 8505,56Q-270.80
11537498,Z-513,Nguyen Van A 8506,35Y-396.31
454729085,J-842,Nguyen Van A 8507,12P-451.71
66452284,Z-227,Nguyen Van A 8508,47N-185.43
257579475,Z-764,Nguyen Van A 8509,58V-690.74
513581166,L-393,Nguyen Van A 8510,30V-268.63
787503825,Z-111,Nguyen Van A 8511,32P-550.71
780421585,L-126,Nguyen Van A 8512,28P-408.41
975012514,U-776,Nguyen Van A 8513,71V-913.83
678897793,Y-342,Nguyen Van A 8514,30Z-837.29
352430073,E-423,Nguyen Van A 8515,64Q-976.77
414414958,V-794,Nguyen Van A 8516,12P-742.26
939272333,G-189,Nguyen Van A 8517,43R-220.59
886609576,Y-601,Nguyen Van A 8518,22T-785.11
711613371,Z-622,Nguyen Van A 8519,74R-529.59
386772219,F-824,Nguyen Van A 8520,72T-698.39
463233047,B-850,Nguyen Van A 8521,59U-119.67
257499015,Y-102,Nguyen Van A 8522,55U-272.24
995226651,V-296,Nguyen Van A 8523,86G-172.32
614274456,R-272,Nguyen Van A 8524,63E-159.75
137149070,L-916,Nguyen Van A 8525,50B-707.22
837183721,E-118,Nguyen Van A 8526,83I-197.15
819180329,X-548,Nguyen Van A 8527,93M-937.55
413491932,A-419,Nguyen Van A 8528,37Y-973.75
633670386,W-167,Nguyen Van A 8529,49D-525.35
975376280,P-671,Nguyen Van A 8530,14C-894.89
855094563,W-692,Nguyen Van A 8531,52W-858.26
551503851,S-156,Nguyen Van A 8532,68E-819.51
476965731,G-758,Nguyen Van A 8533,76M-649.92
645646643,V-267,Nguyen Van A 8534,20I-551.41
99762251,W-948,Nguyen Van A 8535,94F-647.85
768400704,K-278,Nguyen Van A 8536,35G-796.23
392849358,P-664,Nguyen Van A 8537,95J-717.75
650339839,F-536,Nguyen Van A 8538,37W-282.73
389587147,D-447,Nguyen Van A 8539,31V-203.84
120430048,K-174,Nguyen Van A 8540,81S-151.60
173252868,E-449,Nguyen Van A 8541,45H-483.86
83916442,E-587,Nguyen Van A 8542,99Q-577.60
399179181,K-174,Nguyen Van A 8543,75Z-270.25
563930212,D-484,Nguyen Van A 8544,49E-965.97
134193246,H-733,Nguyen Van A 8545,66Q-332.26
35802782,H-860,Nguyen Van A 8546,77R-741.84
302192674,H-553,Nguyen Van A 8547,32A-934.57
715216460,G-480,Nguyen Van A 8548,41Y-742.88
802005346,W-762,Nguyen Van A 8549,78N-835.44
509204407,L-838,Nguyen Van A 8550,61Y-123.92
22801119,H-504,Nguyen Van A 8551,98X-294.50
936179156,D-213,Nguyen Van A 8552,35O-880.56
610863891,Y-707,Nguyen Van A 8553,63S-926.11
171539525,K-603,Nguyen Van A 8554,31R-107.42
856674859,M-136,Nguyen Van A 8555,81J-364.29
209012484,O-574,Nguyen Van A 8556,73G-630.54
174003841,S-866,Nguyen Van A 8557,46T-569.44
77181656,A-428,Nguyen Van A 8558,17J-544.59
579899127,M-604,Nguyen Van A 8559,56A-852.93
202365219,H-755,Nguyen Van A 8560,59H-232.54
943897606,W-671,Nguyen Van A 8561,58C-314.66
311247281,H-265,Nguyen Van A 8562,85X-759.63
541318792,V-993,Nguyen Van A 8563,40Y-862.35
214156320,D-342,Nguyen Van A 8564,22K-673.51
46114022,K-810,Nguyen Van A 8565,38G-282.43
675374357,T-689,Nguyen Van A 8566,36D-507.42
269154239,I-187,Nguyen Van A 8567,42Y-918.77
445682653,H-503,Nguyen Van A 8568,43X-963.63
425997147,C-185,Nguyen Van A 8569,95F-684.50
600335809,H-878,Nguyen Van A 8570,79Z-841.18
130572969,L-969,Nguyen Van A 8571,57T-929.46
459605502,Z-178,Nguyen Van A 8572,28P-258.52
35644334,R-798,Nguyen Van A 8573,15E-113.94
717923661,C-483,Nguyen Van A 8574,51U-785.98
999149293,U-666,Nguyen Van A 8575,98J-172.22
730595847,P-696,Nguyen Van A 8576,45J-548.17
791982861,G-233,Nguyen Van A 8577,90N-234.45
357260598,T-252,Nguyen Van A 8578,31P-723.35
425505932,O-875,Nguyen Van A 8579,67M-787.43
863987236,C-295,Nguyen Van A 8580,46Q-874.14
452845462,M-259,Nguyen Van A 8581,51B-576.62
420041208,E-548,Nguyen Van A 8582,78G-213.82
681602326,L-327,Nguyen Van A 8583,57U-367.15
890102778,K-951,Nguyen Van A 8584,29U-129.74
1440951,E-268,Nguyen Van A 8585,78B-255.68
575331578,J-292,Nguyen Van A 8586,72N-197.78
678601066,Y-610,Nguyen Van A 8587,21Q-891.36
125588289,H-797,Nguyen Van A 8588,13E-705.14
760159511,Y-381,Nguyen Van A 8589,54X-787.36
806353492,H-998,Nguyen Van A 8590,14O-794.67
886764669,H-671,Nguyen Van A 8591,19Q-839.21
636430879,R-650,Nguyen Van A 8592,80G-906.75
724876255,K-725,Nguyen Van A 8593,17U-942.60
894448124,C-919,Nguyen Van A 8594,73S-108.35
842495911,A-927,Nguyen Van A 8595,95V-420.77
285362792,R-570,Nguyen Van A 8596,89C-352.66
541036917,U-239,Nguyen Van A 8597,97E-949.97
830961590,D-797,Nguyen Van A 8598,85C-948.21
360686105,E-175,Nguyen Van A 8599,74D-481.53
478175210,F-457,Nguyen Van A 8600,10Q-248.13
429487168,Q-760,Nguyen Van A 8601,56K-596.34
216098590,E-443,Nguyen Van A 8602,11A-905.54
814993884,H-302,Nguyen Van A 8603,30M-296.13
883657151,V-858,Nguyen Van A 8604,18D-884.64
359495316,W-844,Nguyen Van A 8605,47P-749.92
642921707,D-142,Nguyen Van A 8606,12H-985.96
186428639,V-945,Nguyen Van A 8607,98I-357.14
793704583,G-723,Nguyen Van A 8608,12U-575.79
155061555,U-667,Nguyen Van A 8609,47B-773.16
248829051,Y-262,Nguyen Van A 8610,29L-159.44
399811868,X-266,Nguyen Van A 8611,83P-294.77
814615067,J-503,Nguyen Van A 8612,57Z-490.56
406801602,T-825,Nguyen Van A 8613,79K-209.95
607865464,P-523,Nguyen Van A 8614,86Q-770.57
220965579,X-646,Nguyen Van A 8615,10U-581.58
466722119,D-324,Nguyen Van A 8616,54J-274.55
261132792,U-522,Nguyen Van A 8617,75O-877.29
446939311,N-119,Nguyen Van A 8618,50C-185.90
848971587,H-840,Nguyen Van A 8619,43Q-346.35
930624639,E-466,Nguyen Van A 8620,42G-116.50
823874879,A-292,Nguyen Van A 8621,14T-868.65
223790346,R-813,Nguyen Van A 8622,94L-313.82
716584171,X-460,Nguyen Van A 8623,48B-429.63
123245945,O-497,Nguyen Van A 8624,52P-880.17
310225021,W-487,Nguyen Van A 8625,57G-428.60
148277875,Q-377,Nguyen Van A 8626,99O-842.75
37764522,A-185,Nguyen Van A 8627,83J-265.51
998168683,V-832,Nguyen Van A 8628,46V-924.66
770697555,Q-382,Nguyen Van A 8629,22B-270.78
149989370,L-690,Nguyen Van A 8630,97J-295.34
542102224,W-367,Nguyen Van A 8631,92D-879.66
23333339,R-955,Nguyen Van A 8632,44E-115.27
890037254,Z-412,Nguyen Van A 8633,87A-396.54
565911021,A-743,Nguyen Van A 8634,10U-182.80
773022445,J-911,Nguyen Van A 8635,17Q-597.95
650142649,K-518,Nguyen Van A 8636,84Z-327.42
238459932,O-336,Nguyen Van A 8637,52E-131.49
125396006,Q-374,Nguyen Van A 8638,61I-435.84
100310130,S-450,Nguyen Van A 8639,59D-305.38
221858173,I-732,Nguyen Van A 8640,89U-864.18
30035466,R-529,Nguyen Van A 8641,39Q-777.77
57601657,D-278,Nguyen Van A 8642,11A-992.45
22040917,M-453,Nguyen Van A 8643,24L-415.65
355574474,U-710,Nguyen Van A 8644,16B-485.83
830003848,X-410,Nguyen Van A 8645,34C-483.45
843457812,L-160,Nguyen Van A 8646,43G-112.77
176750017,J-374,Nguyen Van A 8647,38X-945.34
658484512,W-229,Nguyen Van A 8648,67I-771.48
959678324,C-757,Nguyen Van A 8649,82R-883.22
918451029,X-580,Nguyen Van A 8650,25S-980.74
551694383,F-513,Nguyen Van A 8651,81T-430.75
802893140,L-197,Nguyen Van A 8652,45M-398.16
880668215,K-893,Nguyen Van A 8653,44J-219.67
649867323,L-804,Nguyen Van A 8654,68V-726.78
159558256,C-640,Nguyen Van A 8655,33Z-113.16
108891068,B-596,Nguyen Van A 8656,80I-546.60
287654544,U-199,Nguyen Van A 8657,86T-725.73
793492119,R-309,Nguyen Van A 8658,71N-352.88
754333737,L-291,Nguyen Van A 8659,90S-524.42
984508135,S-639,Nguyen Van A 8660,11Y-943.36
597575802,R-829,Nguyen Van A 8661,55J-988.37
907252724,Q-725,Nguyen Van A 8662,69W-890.45
730816121,B-665,Nguyen Van A 8663,36V-515.57
304621654,O-237,Nguyen Van A 8664,90C-396.14
189153522,U-397,Nguyen Van A 8665,41H-775.92
306555963,D-375,Nguyen Van A 8666,41U-170.36
204982728,V-538,Nguyen Van A 8667,87J-915.26
984978519,E-542,Nguyen Van A 8668,52Z-304.40
456209243,E-250,Nguyen Van A 8669,19N-864.97
705646625,F-296,Nguyen Van A 8670,92Z-788.62
307216370,F-899,Nguyen Van A 8671,76P-767.91
543558132,Z-711,Nguyen Van A 8672,66X-172.74
199993915,U-573,Nguyen Van A 8673,75V-608.67
140155815,F-534,Nguyen Van A 8674,12P-183.76
315166776,H-384,Nguyen Van A 8675,36C-271.53
640632228,P-773,Nguyen Van A 8676,56L-546.12
339727920,M-470,Nguyen Van A 8677,32R-128.46
274130827,M-530,Nguyen Van A 8678,36A-160.71
360347524,N-414,Nguyen Van A 8679,66N-314.17
447550738,Y-517,Nguyen Van A 8680,93C-491.84
769003798,O-794,Nguyen Van A 8681,54Y-903.68
372755430,V-575,Nguyen Van A 8682,71B-467.87
708780238,B-462,Nguyen Van A 8683,71G-526.89
471399765,H-478,Nguyen Van A 8684,16E-394.22
392571604,Y-328,Nguyen Van A 8685,82C-758.76
514006140,X-324,Nguyen Van A 8686,94G-392.99
223750893,Z-267,Nguyen Van A 8687,67R-607.28
122040080,O-703,Nguyen Van A 8688,87R-401.57
774828582,U-882,Nguyen Van A 8689,59S-708.32
543923373,Z-599,Nguyen Van A 8690,25R-407.11
296072203,S-665,Nguyen Van A 8691,65O-469.88
328292981,X-304,Nguyen Van A 8692,38F-259.15
573407466,N-791,Nguyen Van A 8693,90X-813.89
807189207,B-498,Nguyen Van A 8694,76M-677.69
584647046,D-367,Nguyen Van A 8695,22J-968.96
474987453,O-554,Nguyen Van A 8696,59C-591.31
356794010,F-657,Nguyen Van A 8697,64F-934.99
449500127,V-771,Nguyen Van A 8698,42K-527.33
272290895,E-774,Nguyen Van A 8699,56U-906.11
987272173,H-116,Nguyen Van A 8700,77X-466.94
968535816,O-907,Nguyen Van A 8701,68Z-244.16
144502643,E-912,Nguyen Van A 8702,58T-494.53
91351567,Y-568,Nguyen Van A 8703,50V-820.24
743496619,P-462,Nguyen Van A 8704,50K-153.17
863365435,W-342,Nguyen Van A 8705,28V-467.13
306251350,E-848,Nguyen Van A 8706,76A-724.13
996629669,K-306,Nguyen Van A 8707,30B-114.12
54422256,G-362,Nguyen Van A 8708,43Y-869.49
678673010,D-362,Nguyen Van A 8709,36D-221.97
220523818,I-102,Nguyen Van A 8710,30P-939.12
9386733,B-205,Nguyen Van A 8711,78Y-653.91
761543859,J-513,Nguyen Van A 8712,16G-152.79
497393372,F-154,Nguyen Van A 8713,88B-501.54
803386157,P-163,Nguyen Van A 8714,85K-881.86
536237187,L-790,Nguyen Van A 8715,63I-931.60
120575025,Q-113,Nguyen Van A 8716,89P-205.42
598435563,M-831,Nguyen Van A 8717,18Y-554.63
324086101,F-750,Nguyen Van A 8718,13G-711.58
290173384,E-387,Nguyen Van A 8719,19G-683.97
475166173,Z-625,Nguyen Van A 8720,10M-994.85
829949204,Z-984,Nguyen Van A 8721,44R-320.68
773288479,I-973,Nguyen Van A 8722,20M-778.92
911131026,K-365,Nguyen Van A 8723,40P-907.53
832525389,F-734,Nguyen Van A 8724,42Q-604.92
440547473,P-838,Nguyen Van A 8725,72R-147.13
836832198,L-646,Nguyen Van A 8726,90H-997.55
164269216,N-417,Nguyen Van A 8727,16W-274.49
210347597,G-323,Nguyen Van A 8728,47X-577.99
748923457,V-238,Nguyen Van A 8729,75I-204.17
489582108,A-537,Nguyen Van A 8730,15H-563.78
189040358,K-808,Nguyen Van A 8731,97F-395.89
966227891,U-733,Nguyen Van A 8732,76L-543.68
917612960,G-481,Nguyen Van A 8733,73K-875.15
247743085,Q-888,Nguyen Van A 8734,64M-913.34
676072663,X-301,Nguyen Van A 8735,23H-787.75
8585490,P-974,Nguyen Van A 8736,78U-561.72
200043312,R-337,Nguyen Van A 8737,29Y-564.19
842773105,Y-167,Nguyen Van A 8738,28H-269.10
822227787,O-608,Nguyen Van A 8739,90Z-864.42
239010985,X-527,Nguyen Van A 8740,15D-831.40
186513757,P-238,Nguyen Van A 8741,67Y-268.70
477356572,I-177,Nguyen Van A 8742,42S-650.27
605426421,M-615,Nguyen Van A 8743,40U-187.20
486174956,Z-498,Nguyen Van A 8744,98O-450.89
827776390,R-347,Nguyen Van A 8745,12A-921.67
493191931,Z-356,Nguyen Van A 8746,39R-457.78
651012443,T-207,Nguyen Van A 8747,96W-710.41
700998536,P-413,Nguyen Van A 8748,16S-163.85
834272548,S-373,Nguyen Van A 8749,68G-112.31
629396156,E-293,Nguyen Van A 8750,43P-506.21
62540026,N-947,Nguyen Van A 8751,38H-353.19
539850479,P-820,Nguyen Van A 8752,89G-606.59
192968349,W-971,Nguyen Van A 8753,57A-417.82
17466013,W-925,Nguyen Van A 8754,95U-529.30
975766309,R-207,Nguyen Van A 8755,99Y-590.21
77153845,A-899,Nguyen Van A 8756,25P-667.39
994623921,D-664,Nguyen Van A 8757,73F-107.71
843381572,H-171,Nguyen Van A 8758,34Y-667.58
701316201,T-234,Nguyen Van A 8759,76I-170.61
704525514,T-581,Nguyen Van A 8760,40Y-769.42
164164792,B-951,Nguyen Van A 8761,68V-993.41
483481688,L-553,Nguyen Van A 8762,39P-939.93
799694979,O-807,Nguyen Van A 8763,65Q-232.65
798801321,L-438,Nguyen Van A 8764,70I-267.31
158491464,G-472,Nguyen Van A 8765,86K-676.96
868709034,W-972,Nguyen Van A 8766,50X-671.61
972673298,E-246,Nguyen Van A 8767,37O-101.95
580591965,P-439,Nguyen Van A 8768,89G-374.38
430053658,K-709,Nguyen Van A 8769,18O-488.24
383296240,J-825,Nguyen Van A 8770,87G-401.42
803874128,R-771,Nguyen Van A 8771,55I-947.41
363178745,Y-557,Nguyen Van A 8772,87G-870.82
104838360,M-495,Nguyen Van A 8773,77O-879.78
843826324,W-201,Nguyen Van A 8774,45E-523.26
867137105,T-495,Nguyen Van A 8775,26L-897.69
194614194,R-672,Nguyen Van A 8776,92H-755.65
296788939,L-215,Nguyen Van A 8777,78Y-952.42
97746110,B-371,Nguyen Van A 8778,24J-591.19
216363161,C-608,Nguyen Van A 8779,17R-876.96
859814252,X-357,Nguyen Van A 8780,39X-502.45
393626720,Z-129,Nguyen Van A 8781,15T-782.55
764257759,A-862,Nguyen Van A 8782,54W-786.70
63777900,W-466,Nguyen Van A 8783,15J-458.10
70750942,E-715,Nguyen Van A 8784,30A-118.18
559175238,E-800,Nguyen Van A 8785,85V-760.53
912390121,R-328,Nguyen Van A 8786,12Z-503.69
950413281,O-733,Nguyen Van A 8787,45M-715.43
499781292,B-604,Nguyen Van A 8788,11Y-989.85
909823765,X-448,Nguyen Van A 8789,60B-337.86
718032755,Z-811,Nguyen Van A 8790,75M-353.51
460899175,H-571,Nguyen Van A 8791,11I-463.60
220845603,B-402,Nguyen Van A 8792,63B-778.81
606277690,V-628,Nguyen Van A 8793,72L-578.51
167249165,F-887,Nguyen Van A 8794,79I-908.11
935715183,J-930,Nguyen Van A 8795,93T-668.74
835066212,P-197,Nguyen Van A 8796,70A-649.89
987563663,Z-905,Nguyen Van A 8797,30W-919.32
474366823,I-615,Nguyen Van A 8798,16P-507.67
99209374,K-893,Nguyen Van A 8799,27X-890.48
268305245,N-123,Nguyen Van A 8800,66I-902.35
334349267,Q-307,Nguyen Van A 8801,25P-463.28
287268404,E-431,Nguyen Van A 8802,43L-843.24
79455252,R-122,Nguyen Van A 8803,77V-831.79
400803739,S-483,Nguyen Van A 8804,25I-167.13
221516322,R-261,Nguyen Van A 8805,63B-890.83
763818310,Q-464,Nguyen Van A 8806,90L-894.34
568938166,V-786,Nguyen Van A 8807,41R-938.21
475896613,Q-615,Nguyen Van A 8808,92I-417.58
767410448,R-124,Nguyen Van A 8809,18B-416.46
687076807,Y-565,Nguyen Van A 8810,95M-986.78
463505165,V-568,Nguyen Van A 8811,48N-881.13
728193252,S-398,Nguyen Van A 8812,81Q-207.13
460919545,Z-656,Nguyen Van A 8813,79U-612.69
791075309,P-252,Nguyen Van A 8814,81Q-798.44
421479347,I-861,Nguyen Van A 8815,47Y-544.18
810178999,G-419,Nguyen Van A 8816,66Z-295.43
688998421,Z-790,Nguyen Van A 8817,59D-922.60
528582945,S-167,Nguyen Van A 8818,22K-874.58
233999973,X-472,Nguyen Van A 8819,69L-113.60
327918130,H-139,Nguyen Van A 8820,87O-878.26
888948601,T-376,Nguyen Van A 8821,66Z-386.34
440923958,Q-596,Nguyen Van A 8822,44H-398.53
867725392,B-151,Nguyen Van A 8823,62V-204.50
692038148,U-808,Nguyen Van A 8824,80I-195.34
170706331,I-211,Nguyen Van A 8825,21Y-160.47
649102567,W-680,Nguyen Van A 8826,73O-210.35
806430015,I-637,Nguyen Van A 8827,54L-214.50
104656401,O-414,Nguyen Van A 8828,92B-912.68
51875387,G-334,Nguyen Van A 8829,57O-848.86
424859633,B-197,Nguyen Van A 8830,71L-496.82
317439225,A-685,Nguyen Van A 8831,18Z-155.91
667138101,B-523,Nguyen Van A 8832,45Q-603.42
498901393,G-227,Nguyen Van A 8833,40V-514.44
27574380,R-248,Nguyen Van A 8834,70L-648.38
699864322,C-856,Nguyen Van A 8835,57A-949.97
101240268,J-615,Nguyen Van A 8836,55U-374.87
174444218,A-846,Nguyen Van A 8837,35A-389.66
642501516,Z-534,Nguyen Van A 8838,85C-717.35
102948923,W-865,Nguyen Van A 8839,18V-287.37
902198970,D-241,Nguyen Van A 8840,31X-537.41
230726268,C-650,Nguyen Van A 8841,62E-410.52
779718539,N-292,Nguyen Van A 8842,22P-613.71
161985838,X-727,Nguyen Van A 8843,73B-395.92
666454855,M-945,Nguyen Van A 8844,45D-457.76
